114709,5302
113497,5122
113228,4136
114885,3210
113041,1601
113277,7370
114319,10251
112302,8372
114576,8377
113189,6968
112346,8985
112896,7213
112453,9889
113987,7987
112760,8779
112641,6997
114388,635
113101,423
112281,10089
113845,5606
113161,952
112722,5429
112401,8850
114168,10867
113627,7533
114057,7984
114011,6395
114117,9224
112682,6694
115012,11190
112792,5336
114746,10383
114952,4773
112431,1716
112637,1803
112818,10506
112286,10025
113442,629
112697,459
112749,2220
114279,8880
112819,223
114272,7332
113855,8250
114681,3825
113347,5099
114369,2316
114148,7536
114916,8112
114814,1380
109950,8912
113819,11139
110299,3607
112499,4119
113158,10784
113541,9144
113321,5102
110877,7409
112714,9090
113419,3279
116260,5376
113862,10014
116126,8076
118002,1074
115683,4658
116839,3139
114753,4500
113149,5647
113118,3121
116367,9124
113010,565
113537,7907
113828,1879
115644,7319
115676,10087
114367,1749
113973,10234
112744,9669
116731,1277
112445,4436
114660,3416
112379,6944
114039,10505
113612,4033
112365,8489
118158,8946
116151,5972
115697,8292
113972,5191
113490,5225
117002,10009
114825,11009
115639,10348
115759,5416
113403,5993
113247,7062
111173,8250
113283,7812
115907,3932
115734,11007
117102,7814
118040,5220
116483,2543
112579,1906
110251,2698
117110,1284
113276,4468
112573,7217
75314,6997
113326,9957
115645,939
113774,7659
112556,11348
112373,5432
115033,1011
116606,3016
114536,520
117427,1607
106473,5336
103859,8767
109424,5847
114808,3677
116324,2412
110647,8398
111055,7665
110217,7485
114131,1374
112364,8753
113107,7367
113451,11067
114015,11331
116130,2439
113125,6914
113756,2619
113952,10367
118055,5430
115685,7552
94878,4978
112585,2852
112442,7256
112342,1793
112461,9614
112427,7551
109093,3885
112384,9269
114287,7274
112288,39
112462,5162
61395,6579
112495,5197
112541,8155
109370,7384
112642,1217
112688,9928
112715,3272
112740,10703
109508,10397
112851,9124
112857,1453
112864,5325
113044,1815
113071,4974
113114,2780
113243,4196
113464,1788
113481,9093
113492,2195
113500,5246
113540,6242
113690,1908
107447,2552
113729,736
113749,6050
113820,1381
113851,2263
110604,724
110620,7248
113957,4276
113986,1678
114095,2049
114194,3789
114323,10556
114345,9238
114435,1306
114436,8249
114478,10995
114496,6265
114508,9216
114534,4522
114558,5898
58450,4415
114666,11014
114663,6959
114702,123
114682,966
114781,3485
114798,2589
114805,2724
114887,371
114898,6048
114928,2573
114938,10972
109340,7533
112602,3739
111579,7881
110882,7580
112471,8879
112508,10321
112438,3838
112571,4056
112757,8374
112643,10165
112679,8102
109445,6050
112883,4934
109635,947
112899,8783
109676,5191
112854,4355
109579,9258
109642,10341
109686,8353
111797,635
109759,874
109758,3408
109707,10480
113117,6311
113097,1118
113028,8527
113198,6040
113303,1257
109771,3854
113199,6894
113234,820
109906,1566
110057,10079
110005,8379
110066,8703
110116,1039
110006,10107
113360,4331
110099,3331
110148,7765
113463,4519
110189,4542
110216,4302
113501,810
113538,7322
113552,939
76759,3529
110367,3634
113670,373
110296,5974
109731,1874
103994,371
110322,2873
110443,7814
110365,4507
107566,423
110391,3687
113691,10013
110428,7797
109836,5993
113755,4550
110538,7926
110516,8825
110527,6392
113808,2321
113896,3782
113870,6712
110684,9015
110638,7250
113967,7816
117169,10770
106402,10798
113948,229
110671,192
110632,7987
110737,7939
110729,6343
114151,674
114069,11132
110413,6541
114113,7598
114210,5637
110912,8619
114084,6831
105652,635
110889,736
110932,9122
114129,5914
110963,8105
114214,9478
114296,8449
110907,9007
111495,6159
108394,6159
111507,6159
110769,8571
114268,3326
110965,3534
114571,3944
111333,8894
111112,5374
111255,6582
111282,9237
111070,5345
111161,3262
111149,2194
108260,9618
106966,10660
114594,3524
111309,3481
113936,5960
110081,11190
114614,8629
114608,3058
111280,2291
114609,9370
111454,1278
114852,5208
114694,8423
111590,6533
114788,10137
114888,8598
108550,6265
114857,1257
114924,5468
111667,5430
109655,7595
110598,8045
112435,7221
109040,10625
109045,9987
106339,4196
104779,9258
109348,11139
109444,8532
109446,5162
109484,5000
109506,316
109450,9282
109813,1298
109830,9160
109831,7551
113305,5384
110091,2217
110093,1601
110167,509
110213,10037
107472,8739
110357,9211
107426,1043
111686,11009
110475,1841
110478,8850
110588,207
110622,8423
110771,9269
110950,998
105226,5220
110989,2681
111054,9005
110997,2008
111257,4622
111256,9284
111438,8377
111503,4474
111742,7552
111756,6311
112443,2057
110455,10213
111048,4810
110399,5936
112570,9089
109454,11252
59170,9360
110186,2710
108069,2235
111301,10111
112702,10959
112849,7245
113014,8251
113043,10906
113104,10418
113173,6551
113319,9305
113827,8257
114047,9157
112889,9173
110027,552
109785,7282
113409,5208
109021,5251
109035,4846
106220,952
106226,6997
109068,7364
109067,8215
106292,5191
109198,5500
109219,11015
106379,1089
106400,8292
109254,5300
109279,1502
109297,7250
109303,10017
109305,11067
109306,10702
106452,39
106471,4896
106489,9040
109361,83
106505,5412
106519,1272
109439,8253
109443,7503
106582,8779
106598,10054
109456,8898
109480,7415
109493,3762
106660,39
106673,4302
106677,8879
106697,6740
106834,3825
106873,1459
106332,5834
109783,2681
106881,8445
111732,257
106926,10080
111712,5285
106941,952
106918,10251
106965,9891
109842,1149
106977,520
107004,10972
109890,9216
109891,4136
109913,9302
109920,1328
107057,9851
107076,5416
107096,7987
107144,5015
113674,5741
112966,1817
107151,1113
110064,3009
110074,5152
110097,4529
110123,2167
107206,11132
107207,5044
110137,7155
108551,1277
110197,947
107286,10017
107290,10138
107302,2638
110265,9212
107322,10137
110305,2166
107362,5325
107413,4532
110353,9891
107468,2294
107478,8825
107497,3932
107501,7217
107507,11139
107554,223
116253,10158
74102,7702
111689,10611
107616,5993
107611,7533
107613,714
107614,1678
107653,7540
110657,1793
110649,7450
110678,6968
110687,8985
107756,9447
107808,1906
107818,5487
107822,4626
107840,5384
107889,2439
111003,10173
110939,7218
110955,10348
107943,4519
110971,8295
107969,8493
111001,200
107978,3323
107977,7213
107983,8404
105275,3489
108000,10866
108002,2263
108026,10491
105032,2017
108052,10138
111094,7415
108065,10141
111102,1708
108071,123
111127,5407
111143,9364
108101,8820
108122,9007
111194,3639
111201,5225
108149,3331
108160,7926
108162,8532
83658,8946
108186,10092
108174,10455
108238,9316
89256,836
108255,670
111323,3058
111400,2556
108328,3309
111418,524
107688,4043
108333,10014
108358,3539
108399,10703
108515,1693
110763,8581
107779,4959
109226,4901
110259,6897
114906,10567
107002,1872
109403,2546
104029,3817
110623,2122
107315,8278
106408,3820
110363,563
107349,11334
111709,8880
109828,3100
107225,6446
111252,2412
110366,8292
106878,9413
109120,3535
108059,8944
110892,7253
112651,8971
107642,7062
109382,7720
106678,7029
112572,1065
99785,1678
99653,4974
103639,9265
103064,4474
99348,6031
114706,10065
96895,10480
102926,5487
29583,11060
101414,3440
32910,7936
100405,3408
110719,11239
65214,9476
110395,1426
111752,5010
109934,4737
112606,9484
115978,5610
117247,7332
112625,1079
106537,10031
116282,5152
116552,2426
82509,3570
116514,6059
117283,7088
116684,3254
110374,661
70506,3249
65421,11133
113083,8278
116165,1083
102855,11006
107471,604
113839,10841
90665,3370
117891,6988
113613,9939
117381,3775
114305,1901
115837,1356
115509,6251
114671,5974
112844,3891
114658,5518
116275,8888
117608,5509
113448,10510
116414,9928
116095,4921
111543,4067
117517,6974
113947,1883
115956,2873
117060,1272
109028,3354
117071,8288
117788,10269
112257,1633
116136,8969
118026,5612
117117,7458
116168,10092
111787,3734
112509,8915
54189,8787
115591,704
116683,4043
116287,4500
116768,5960
116269,8212
114787,2946
113720,1146
112536,196
48473,9580
52572,9580
117128,5034
114616,4001
117705,5139
62711,9227
110061,1522
58898,4779
82206,1055
111430,7514
107727,1874
81759,3712
113443,8699
109491,7262
114048,9891
111613,6776
117104,8825
117688,7928
109751,2894
117774,9099
114736,8104
112604,7466
116289,10105
109593,11293
112368,8136
104046,10150
115742,9937
117420,4769
115951,6884
117107,6343
117979,7364
95776,3546
115851,10577
116322,208
109374,640
110712,1064
112817,5030
113362,4787
73778,4375
112546,6685
108500,4783
117108,3944
114103,3348
115963,524
116448,8767
116827,1328
114894,3457
112701,5376
113429,10032
116508,8470
117260,6243
117500,7256
116405,3977
109592,7495
117998,4622
115624,2350
113568,6665
117894,10596
117723,8927
112586,10775
112691,7828
40366,49
117768,5300
115571,2464
31612,9159
57012,9951
103926,3843
113849,5285
113188,6037
42644,10868
109381,4004
109688,5847
104606,2795
108211,5612
